id,REPORTER_NAME,Reporter_family,REPORTER_CITY,REPORTER_STATE,REPORTER_COUNTY,BUYER_NAME,BUYER_CITY,BUYER_COUNTY,NDC_NO,QUANTITY,TRANSACTION_DATE,CALC_BASE_WT_IN_GM,Product_Name,Ingredient_Name,Combined_Labeler_Name
179,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,Other buyers (only appeared once),YONKERS,WESTCHESTER,40603,1,Q1-2010,1.5135,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
180,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,Other buyers (only appeared once),MANORVILLE,SUFFOLK,40603,2,Q1-2010,1.2108,HYDROCODONE BIT/ACETA 10MG/500MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
181,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,ECKERD CORPORATION,PLATTSBURGH,CLINTON,59011,2,Q1-2010,3.586,OXYCONTIN 20MG OXYCODONE HCL CR TABL,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
182,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,"RITE AID OF NEW YORK, INC.",GREAT NECK,NASSAU,59011,1,Q1-2010,1.793,OXYCONTIN 20MG OXYCODONE HCL CR TABL,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
183,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,ECKERD CORPORATION,FISHKILL,DUTCHESS,40603,1,Q2-2010,1.5135,HYDROCODONE BIT/ACETA 5MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
184,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,TARGET STORES A DIV.OF TARGET CORP.,SCHENECTADY,SCHENECTADY,59105,1,Q2-2010,0.6054,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
185,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,Other buyers (only appeared once),GREAT NECK,NASSAU,40605,1,Q2-2010,2.24125,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,SpecGx LLC
186,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,"RITE AID OF NEW YORK, INC.",FISHKILL,DUTCHESS,40605,5,Q2-2010,4.4825,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,OXYCODONE HYDROCHLORIDE,SpecGx LLC
187,"ANDA, INC","Anda, Inc",WESTON,FL,BROWARD,Other buyers (only appeared once),JOHNSON CITY,BROOME,40603,1,Q2-2010,3.027,HYDROCODONE BIT/ACETA 10MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
188,AMERISOURCEBERGEN DRUG CORP,AmerisourceBergen Drug,THOROFARE,NJ,GLOUCESTER,PATHMARK STORES,FRANKLIN SQUARE,NASSAU,59103,1,Q2-2010,0.45405,HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
189,"ANDA, INC","Anda, Inc",WESTON,FL,BROWARD,Other buyers (only appeared once),ALBANY,ALBANY,59132,1,Q2-2010,0.45405,HYDROCODONE BITARTRATE AND ACETA 7.5,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
190,ANDA PHARMACEUTICALS INC,"Anda, Inc",GROVEPORT,OH,FRANKLIN,"WEGMANS FOOD MARKETS, INC.",TONAWANDA,ERIE,59109,1,Q2-2010,0.8965,OXYCODONE.HCL/APAP 10MG/325MG TABS,OXYCODONE HYDROCHLORIDE,"Actavis Pharma, Inc."
191,AMERISOURCEBERGEN DRUG CORP,AmerisourceBergen Drug,MANSFIELD,MA,BRISTOL,GEROULD'S PROFESSIONAL,ELMIRA,CHEMUNG,59105,1,Q2-2010,0.6054,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
192,AMERISOURCEBERGEN DRUG CORP,AmerisourceBergen Drug,MANSFIELD,MA,BRISTOL,Other buyers (only appeared once),GENEVA,ONTARIO,52152,2,Q2-2010,14.344,OXYCODONE HYDROCHLORIDE 80MG TABLETS,OXYCODONE HYDROCHLORIDE,"Actavis Pharma, Inc."
193,AMERISOURCEBERGEN DRUG CORP,AmerisourceBergen Drug,MANSFIELD,MA,BRISTOL,THE GOLUB CORPORATION,ONEIDA,MADISON,59105,4,Q2-2010,2.4216,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
194,AMERISOURCEBERGEN DRUG CORP,AmerisourceBergen Drug,MANSFIELD,MA,BRISTOL,THE PENN TRAFFIC COMPANY,ELMIRA,CHENANGO,40605,2,Q2-2010,1.793,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,OXYCODONE HYDROCHLORIDE,SpecGx LLC
195,AMERISOURCEBERGEN DRUG CORP,AmerisourceBergen Drug,MANSFIELD,MA,BRISTOL,"WALGREEN EASTERN CO., INC.",ROCHESTER,MONROE,22829,3,Q3-2010,2.6895,OXYCODONE HCI  20 MG TABLETS USP,OXYCODONE HYDROCHLORIDE,"Actavis Pharma, Inc."
196,AMERISOURCEBERGEN DRUG CORP,AmerisourceBergen Drug,MANSFIELD,MA,BRISTOL,WALGREEN EASTERN CO INC,TROY,RENSSELAER,59011,1,Q3-2010,2.6895,OXYCONTIN 30MG OXYCODONE HCL CR TABL,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
197,AMERISOURCEBERGEN DRUG CORP,AmerisourceBergen Drug,MANSFIELD,MA,BRISTOL,THE PENN TRAFFIC COMPANY,SHERRILL,ONEIDA,59132,1,Q3-2010,0.3027,HYDROCODONE BITARTRATE AND ACETA 5MG,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
198,AMERISOURCEBERGEN DRUG CORP,AmerisourceBergen Drug,MANSFIELD,MA,BRISTOL,"WALGREEN EASTERN CO., INC.",WEBSTER,MONROE,10702,1,Q3-2010,1.793,OXYCODONE HCI  20 MG TABLETS USP,OXYCODONE HYDROCHLORIDE,"KVK-Tech, Inc."
199,AMERISOURCEBERGEN DRUG CORP.,AmerisourceBergen Drug,BETHLEHEM,PA,NORTHAMPTON,Other buyers (only appeared once),NEW YORK,NEW YORK,59105,1,Q3-2010,3.027,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
200,AMERISOURCEBERGEN DRUG CORP.,AmerisourceBergen Drug,BETHLEHEM,PA,NORTHAMPTON,Other buyers (only appeared once),YONKERS,WESTCHESTER,60951,2,Q3-2010,1.793,ENDOCET TABS - 10MG OXYCODONE.HCL &,OXYCODONE HYDROCHLORIDE,Par Pharmaceutical
201,AMERISOURCEBERGEN DRUG CORP.,AmerisourceBergen Drug,BETHLEHEM,PA,NORTHAMPTON,THE STOP & SHOP SUPERMARKET,STATEN ISLAND,RICHMOND,22828,2,Q3-2010,5.379,"OXYCODONE HCL 30MG TABLETS, 100 CT",OXYCODONE HYDROCHLORIDE,"Actavis Pharma, Inc."
202,AMERISOURCEBERGEN DRUG CORP.,AmerisourceBergen Drug,BETHLEHEM,PA,NORTHAMPTON,DUANE READE,BRONX,BRONX,59105,2,Q3-2010,1.2108,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
203,AMERISOURCEBERGEN DRUG CORP.,AmerisourceBergen Drug,BETHLEHEM,PA,NORTHAMPTON,"WALGREEN EASTERN CO., INC.",SELDEN,SUFFOLK,59109,10,Q3-2010,8.965,OXYCODONE.HCL/APAP 10MG/325MG TABS,OXYCODONE HYDROCHLORIDE,"Actavis Pharma, Inc."
204,AMERISOURCEBERGEN DRUG CORP.,AmerisourceBergen Drug,BETHLEHEM,PA,NORTHAMPTON,DUANE READE,NEW YORK,NEW YORK,22828,7,Q3-2010,9.41325,"OXYCODONE HCL 15MG TABLETS, 100 CT",OXYCODONE HYDROCHLORIDE,"Actavis Pharma, Inc."
205,AMERISOURCEBERGEN DRUG CORP.,AmerisourceBergen Drug,BETHLEHEM,PA,NORTHAMPTON,Other buyers (only appeared once),BRONX,BRONX,53746,2,Q3-2010,1.793,OXYCODONE HCL/ACETAMINOPHEN TABS 10M,OXYCODONE HYDROCHLORIDE,Amneal Pharmaceuticals LLC
206,AMERISOURCEBERGEN DRUG CORP.,AmerisourceBergen Drug,BETHLEHEM,PA,NORTHAMPTON,DUANE READE,NEW YORK,NEW YORK,63481,1,Q3-2010,0.44825,PERCOCET TABLETS 10MG OXYCODONE HCL/,OXYCODONE HYDROCHLORIDE,"Endo Pharmaceuticals, Inc."
207,AMERISOURCEBERGEN DRUG CORP.,AmerisourceBergen Drug,BETHLEHEM,PA,NORTHAMPTON,DUANE READE,BROOKLYN,KINGS,59103,1,Q3-2010,2.27025,HYDROCODONE BITARTRATE 7.5MG/ACETAMI,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
208,AMERISOURCEBERGEN DRUG CORP.,AmerisourceBergen Drug,BETHLEHEM,PA,NORTHAMPTON,DUANE READE,STATEN ISLAND,RICHMOND,60951,2,Q3-2010,1.793,ENDOCET - 10MG OXYCODONE.HCL/325MG A,OXYCODONE HYDROCHLORIDE,Par Pharmaceutical
209,AMERISOURCEBERGEN DRUG CORP.,AmerisourceBergen Drug,BETHLEHEM,PA,NORTHAMPTON,Other buyers (only appeared once),STATEN ISLAND,RICHMOND,74197,2,Q4-2010,0.9081,VICODIN HP TABLETS 10MG HYDROCODONE.,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,AbbVie Inc.
210,AMERISOURCEBERGEN DRUG CORP.,AmerisourceBergen Drug,BETHLEHEM,PA,NORTHAMPTON,"WALGREEN EASTERN CO., INC.",FREEPORT,NASSAU,22829,8,Q4-2010,7.172,OXYCODONE HCI  20 MG TABLETS USP,OXYCODONE HYDROCHLORIDE,"Actavis Pharma, Inc."
211,AMERISOURCEBERGEN DRUG CORP.,AmerisourceBergen Drug,BETHLEHEM,PA,NORTHAMPTON,"WALGREEN EASTERN CO., INC.",VALLEY STREAM,NASSAU,22829,1,Q4-2010,2.24125,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,"Actavis Pharma, Inc."
212,AMERISOURCEBERGEN DRUG CORP,AmerisourceBergen Drug,NORTH AMITYVILLE,NY,SUFFOLK,HUNTINGTON DRUGS CORP.,HUNTINGTON STATION,SUFFOLK,60349,6,Q4-2010,16.137,OXYCODONE HCL 30MG USP TABLETS,OXYCODONE HYDROCHLORIDE,Par Pharmaceutical
213,AMERISOURCEBERGEN DRUG CORP,AmerisourceBergen Drug,NORTH AMITYVILLE,NY,SUFFOLK,Other buyers (only appeared once),LINDENHURST,SUFFOLK,60951,7,Q4-2010,6.2755,ENDOCET - 10MG OXYCODONE.HCL/325MG A,OXYCODONE HYDROCHLORIDE,Par Pharmaceutical
214,AMERISOURCEBERGEN DRUG CORP,AmerisourceBergen Drug,NORTH AMITYVILLE,NY,SUFFOLK,COMMUNITY MEDICAL PHARMACY INC,CONGERS,ROCKLAND,40685,4,Q4-2010,10.758,OXYCODONE HYDROCHLORIDE 30MG TABLET,OXYCODONE HYDROCHLORIDE,SpecGx LLC
215,AMERISOURCEBERGEN DRUG CORP,AmerisourceBergen Drug,NORTH AMITYVILLE,NY,SUFFOLK,Other buyers (only appeared once),YONKERS,WESTCHESTER,40603,1,Q4-2010,2.27025,HYDROCODO.BIT/APAP 7.5MG/750MG USP T,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
216,"CVS RX SERVICES, INC",CVS,CHEMUNG,NY,CHEMUNG,"CVS ALBANY, L.L.C.",ALBANY,ALBANY,53746,1,Q4-2010,0.3027,HYDROCODONE BIT./ACETAMINOPHEN TABS.,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Amneal Pharmaceuticals LLC
217,"CVS RX SERVICES, INC",CVS,CHEMUNG,NY,CHEMUNG,"CVS ALBANY, L.L.C.",WOODSTOCK,ULSTER,60338,1,Q4-2010,3.027,"HYDROCODONE.BIT./ACET.,10MG & 325MG/",HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Par Pharmaceutical
218,DUANE READE,Duane Reade,MASPETH,NY,QUEENS,DUANE READE,NEW YORK,NEW YORK,59103,1,Q4-2010,1.5135,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
219,DUANE READE,Duane Reade,MASPETH,NY,QUEENS,DUANE READE,YONKERS,WESTCHESTER,59108,1,Q4-2010,3.027,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
220,ECKERD CORPORATION #6302,Eckerd Corporation,LANGHORNE,PA,BUCKS,"GENOVESE DRUG STORES, INC.",HUNTINGTON STATION,SUFFOLK,59107,8,Q4-2010,3.586,OXYCODONE HYDROCHLORIDE 5MG&ACETAMIN,OXYCODONE HYDROCHLORIDE,"Actavis Pharma, Inc."
221,ECKERD CORPORATION #6302,Eckerd Corporation,LANGHORNE,PA,BUCKS,"GENOVESE DRUG STORES, INC.",BRONX,BRONX,59132,1,Q4-2010,0.45405,HYDROCODONE BITARTRATE AND ACETA 7.5,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
222,ECKERD CORPORATION,Eckerd Corporation,LIVERPOOL,NY,ONONDAGA,"RITE AID OF NEW YORK, INC.",ROCHESTER,MONROE,40603,1,Q4-2010,0.6054,HYDROCODONE BIT/ACETA 10MG/500MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
223,ECKERD CORPORATION,Eckerd Corporation,LIVERPOOL,NY,ONONDAGA,"RITE AID OF NEW YORK, INC.",NEWBURGH,ORANGE,60338,4,Q1-2011,1.8162,HYDROCODONE BITARTRATE/ACETA 7.5MG/3,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Par Pharmaceutical
224,ECKERD CORPORATION,Eckerd Corporation,LIVERPOOL,NY,ONONDAGA,"GENOVESE DRUG STORES, INC.",STONY POINT,ROCKLAND,60338,1,Q1-2011,0.136215,HYDROCODONE BIT/IBUPROFEN 7.5MG/200M,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Par Pharmaceutical
225,ECKERD CORPORATION,Eckerd Corporation,LIVERPOOL,NY,ONONDAGA,"RITE AID OF NEW YORK, INC.",SARATOGA SPRINGS,SARATOGA,60338,5,Q1-2011,15.135,"HYDROCODONE.BIT./ACET.,10MG & 325MG/",HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Par Pharmaceutical
226,ECKERD CORPORATION,Eckerd Corporation,LIVERPOOL,NY,ONONDAGA,"RITE AID OF NEW YORK, INC.",TONAWANDA,ERIE,60338,2,Q1-2011,4.5405,HYDROCODONE BITARTRATE & ACETA 7.5MG,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Par Pharmaceutical
227,ECKERD CORPORATION,Eckerd Corporation,LIVERPOOL,NY,ONONDAGA,ECKERD CORPORATION,TONAWANDA,ERIE,60338,3,Q2-2014,6.81075,HYDROCODONE BITARTRATE & ACETA 7.5MG,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Par Pharmaceutical
228,ECKERD CORPORATION,Eckerd Corporation,LIVERPOOL,NY,ONONDAGA,ECKERD CORPORATION,WELLSVILLE,ALLEGANY,40603,2,Q2-2011,1.2108,HYDROCODONE BIT/ACETA 10MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
229,ECKERD CORPORATION,Eckerd Corporation,LIVERPOOL,NY,ONONDAGA,ECKERD CORPORATION,FULTON,OSWEGO,40603,4,Q2-2008,2.4216,HYDROCODO.BIT 10MG&AC TAB,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
230,ECKERD CORPORATION,Eckerd Corporation,LIVERPOOL,NY,ONONDAGA,ECKERD CORPORATION,NEWARK,WAYNE,60338,2,Q3-2013,1.2108,HYDROCODONE BITARTRATE AND ACETA 10M,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Par Pharmaceutical
231,ECKERD CORPORATION,Eckerd Corporation,LIVERPOOL,NY,ONONDAGA,"RITE AID OF NEW YORK, INC.",ALBANY,ALBANY,53746,4,Q1-2012,2.4216,HYDROCODONE BIT./ACETAMINOPHEN TABS.,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Amneal Pharmaceuticals LLC
232,ECKERD CORPORATION,Eckerd Corporation,LIVERPOOL,NY,ONONDAGA,"RITE AID OF NEW YORK, INC.",YONKERS,WESTCHESTER,59103,1,Q1-2014,0.45405,HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
233,ECKERD CORPORATION,Eckerd Corporation,LIVERPOOL,NY,ONONDAGA,RITE AID PHARMACY,SAUGERTIES,ULSTER,59135,1,Q1-2006,0.8965,OXYCODONE HCI 10MG TABLETS USP,OXYCODONE HYDROCHLORIDE,"Actavis Pharma, Inc."
234,ECKERD CORPORATION,Eckerd Corporation,LIVERPOOL,NY,ONONDAGA,ECKERD CORPORATION,TONAWANDA,ERIE,59108,2,Q3-2006,6.054,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
235,ECKERD CORPORATION,Eckerd Corporation,LIVERPOOL,NY,ONONDAGA,ECKERD CORPORATION,SYRACUSE,ONONDAGA,59132,1,Q3-2006,0.3027,HYDROCODONE BITARTRATE AND ACETA 5MG,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
236,DUANE READE,Duane Reade,MASPETH,NY,QUEENS,DUANE READE,BROOKLYN,KINGS,59103,1,Q4-2012,1.5135,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
237,ECKERD CORPORATION #6302,Eckerd Corporation,LANGHORNE,PA,BUCKS,"GENOVESE DRUG STORES, INC.",HUNTINGTON STATION,SUFFOLK,40603,3,Q2-2006,1.8162,"HYDROCOD.BIT.& APAP,10MG/660MG/TAB",HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
238,ECKERD CORPORATION,Eckerd Corporation,LIVERPOOL,NY,ONONDAGA,"RITE AID OF NEW YORK, INC.",NEWBURGH,ORANGE,60338,10,Q2-2012,6.054,"HYDROCODONE.BIT./ACET.,10MG & 325MG/",HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Par Pharmaceutical
239,ECKERD CORPORATION,Eckerd Corporation,LIVERPOOL,NY,ONONDAGA,RITE AID PHARMACY,BAYSHORE,SUFFOLK,53746,14,Q1-2012,8.4756,HYDROCODONE BIT./ACETAMINOPHEN TABS.,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Amneal Pharmaceuticals LLC
240,ECKERD CORPORATION,Eckerd Corporation,LIVERPOOL,NY,ONONDAGA,"RITE AID OF NEW YORK, INC.",ONEONTA,OTSEGO,59126,3,Q1-2014,1.8162,HYDROCODONE BIT / ACETAMINOPHEN 10MG,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
241,ECKERD CORPORATION,Eckerd Corporation,LIVERPOOL,NY,ONONDAGA,ECKERD CORPORATION,NORTH TONAWANDA,NIAGARA,40603,2,Q2-2008,1.2108,HYDROCODONE BIT/ACETA 10MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
242,ECKERD CORPORATION,Eckerd Corporation,LIVERPOOL,NY,ONONDAGA,ECKERD CORPORATION,TROY,RENSSELAER,40603,3,Q3-2012,1.8162,HYDROCODONE BIT/ACETA 10MG/500MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
243,ECKERD CORPORATION,Eckerd Corporation,LIVERPOOL,NY,ONONDAGA,ECKERD CORPORATION,TONAWANDA,ERIE,40603,4,Q1-2011,2.4216,HYDROCODONE BIT/ACETA 10MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
244,ECKERD CORPORATION,Eckerd Corporation,LIVERPOOL,NY,ONONDAGA,ECKERD CORPORATION,TONAWANDA,ERIE,60338,1,Q4-2013,0.6054,"HYDROCODONE.BIT./ACET.,10MG & 325MG/",HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Par Pharmaceutical
245,ECKERD CORPORATION,Eckerd Corporation,LIVERPOOL,NY,ONONDAGA,ECKERD CORPORATION,SIDNEY,DELAWARE,60338,4,Q1-2014,6.054,HYDROCODONE.BIT. & ACETA  5MG & 500M,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Par Pharmaceutical
246,ECKERD CORPORATION,Eckerd Corporation,LIVERPOOL,NY,ONONDAGA,ECKERD CORPORATION,TROY,RENSSELAER,40603,1,Q4-2010,0.3027,HYDROCODONE BIT/ACETA 5MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
247,ECKERD CORPORATION,Eckerd Corporation,LIVERPOOL,NY,ONONDAGA,"RITE AID OF NEW YORK, INC.",CLIFTON PARK,SARATOGA,53746,3,Q1-2012,1.8162,HYDROCODONE BIT./ACETAMINOPHEN TABS.,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Amneal Pharmaceuticals LLC
248,ECKERD CORPORATION,Eckerd Corporation,LIVERPOOL,NY,ONONDAGA,ECKERD CORPORATION,NEWARK,WAYNE,59103,1,Q4-2006,1.5135,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
249,CVS INDIANA,CVS,INDIANAPOLIS,IN,MARION,"CVS ALBANY, L.L.C.",WAYLAND,STEUBEN,40603,3,Q2-2011,4.5405,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
250,H. D. SMITH,H. D. Smith,KEARNY,NJ,HUDSON,Other buyers (only appeared once),BRONX,BRONX,53746,2,Q3-2012,1.2108,HYDROCODONE BIT./ACETAMINOPHEN TABS.,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Amneal Pharmaceuticals LLC
251,H. D. SMITH,H. D. Smith,KEARNY,NJ,HUDSON,Other buyers (only appeared once),BROOKLYN,KINGS,40603,2,Q2-2011,1.2108,"HYDROCOD.BIT.& APAP,10MG/660MG/TAB",HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
252,H. D. SMITH,H. D. Smith,KEARNY,NJ,HUDSON,Other buyers (only appeared once),BROOKLYN,KINGS,52152,6,Q2-2012,16.137,OXYCODONE HYDROCHLORIDE USP 30MG TAB,OXYCODONE HYDROCHLORIDE,"Actavis Pharma, Inc."
253,H. D. SMITH,H. D. Smith,KEARNY,NJ,HUDSON,Other buyers (only appeared once),NEW YORK,NEW YORK,74227,2,Q1-2012,0.9081,VICODIN HP TABLETS 10MG HYDROCODONE.,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,AbbVie Inc.
254,H. D. SMITH,H. D. Smith,KEARNY,NJ,HUDSON,Other buyers (only appeared once),NEW YORK,NEW YORK,53746,1,Q2-2009,0.45405,HYDROCODONE/IBUPROFEN 7.5MG/200MG TA,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Amneal Pharmaceuticals LLC
255,H. D. SMITH,H. D. Smith,KEARNY,NJ,HUDSON,Other buyers (only appeared once),BRONX,BRONX,22828,6,Q3-2013,16.137,"OXYCODONE HCL 30MG TABLETS, 100 CT",OXYCODONE HYDROCHLORIDE,"Actavis Pharma, Inc."
256,"CARDINAL HEALTH 110, LLC",Cardinal Health,WHITESTONE,NY,QUEENS,Other buyers (only appeared once),HAMPTON BAYS,SUFFOLK,40605,1,Q2-2014,2.24125,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,SpecGx LLC
257,"CARDINAL HEALTH 110, LLC",Cardinal Health,WHITESTONE,NY,QUEENS,Other buyers (only appeared once),NEWBURGH,ORANGE,57664,1,Q4-2014,0.8965,OXYCODONE HCI 10MG TABLETS USP,OXYCODONE HYDROCHLORIDE,"Sun Pharmaceutical Industries, Inc."
258,"CARDINAL HEALTH 110, LLC",Cardinal Health,WHITESTONE,NY,QUEENS,Other buyers (only appeared once),GREAT NECK,NASSAU,74304,1,Q2-2014,2.27025,VICODIN HP TABLETS 10MG HYDROCODONE.,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,AbbVie Inc.
259,"CARDINAL HEALTH 110, LLC",Cardinal Health,WHITESTONE,NY,QUEENS,MIL RUE CHEMISTS INC,RIDGEWOOD,QUEENS,47781,1,Q3-2014,4.4825,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,OXYCODONE HYDROCHLORIDE,"Alvogen, Inc."
260,"CARDINAL HEALTH 110, LLC",Cardinal Health,WHITESTONE,NY,QUEENS,SOUTHRIFTY DRUG INC,SOUTH SETAUKET,SUFFOLK,59011,1,Q2-2013,2.6895,OXYCONTIN 30MG OXYCODONE HCL CR TABL,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
261,"CARDINAL HEALTH 110, LLC",Cardinal Health,WHITESTONE,NY,QUEENS,Other buyers (only appeared once),BROOKLYN,KINGS,40605,5,Q1-2014,3.361875,OXYCODONE HCL/ACETAMINOPHEN 7.5MG/32,OXYCODONE HYDROCHLORIDE,SpecGx LLC
262,"CARDINAL HEALTH 110, LLC",Cardinal Health,WHITESTONE,NY,QUEENS,Other buyers (only appeared once),NEW YORK,NEW YORK,59011,1,Q4-2013,2.6895,OXYCONTIN 30MG OXYCODONE HCL CR TABL,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
263,"CARDINAL HEALTH 110, LLC",Cardinal Health,WHITESTONE,NY,QUEENS,Other buyers (only appeared once),LITTLE NECK,QUEENS,24090,2,Q3-2014,1.793,PERCOCET TABLETS 10MG OXYCODONE HCL/,OXYCODONE HYDROCHLORIDE,"Akrimax Pharmaceuticals, LLC"
264,"CARDINAL HEALTH 110, LLC",Cardinal Health,WHITESTONE,NY,QUEENS,Other buyers (only appeared once),ELMHURST,QUEENS,59011,1,Q4-2013,0.8965,OXYCONTIN 10MG OXYCODONE HCL CR TABL,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
265,"CARDINAL HEALTH 110, LLC",Cardinal Health,WHITESTONE,NY,QUEENS,Other buyers (only appeared once),HOWARD BEACH,QUEENS,10702,1,Q1-2014,0.8965,OXYCODONE HCI 10MG TABLETS USP,OXYCODONE HYDROCHLORIDE,"KVK-Tech, Inc."
